HUC12,Name,Aquatic Species At Risk,Aquatic Animal Species At Risk,Aquatic Plant Species At Risk,Wetland Species At Risk,Wetland Animal Species At Risk,Wetland Plant Species At Risk,Terrestrial Species At Risk,Terrestrial Animal Species At Risk,Terrestrial Plant Species At Risk,Reptile Species At Risk,% Protected Rare Ecosystems,% Rare Ecosystem in WS,total_risk
171200080206,Boundary Butte,0,0,0,0,0,0,0,0,0,15,100,0.05449763625,0
171200080207,Dry Lake Waterhole,0,0,0,0,0,0,0,0,0,15,100,0.09240072438,0
171200080303,Piute Creek,0,0,0,1,1,0,1,1,0,15,0,0.2102181785,2
171200080304,State Line Canyon,0,0,0,0,0,0,0,0,0,15,68.96551724,0.01709045411,0
171200080306,Macy Flat,0,0,0,0,0,0,0,0,0,15,0,0.05824880932,0
171200090101,Wilder Creek,0,0,0,0,0,0,0,0,0,16,0,0.206711315,0
171200090102,Dry Canyon-Frontal Pueblo Valley,0,0,0,0,0,0,0,0,0,16,0,0.06544298293,0
171200090103,Cottonwood Creek,0,0,0,1,1,0,1,1,0,16,23.50780533,0.7238105676,2
171200090105,Antelope Creek-Frontal Pueblo Valley,0,0,0,0,0,0,0,0,0,16,0,0.4171027822,0
171200090106,Van Horn Creek-Frontal Pueblo Valley,1,1,0,0,0,0,0,0,0,16,65.4040404,0.7089299596,1
171200090107,Pueblo Slough,1,1,0,0,0,0,0,0,0,16,,0,1
171200090201,Big Trout Creek,0,0,0,1,1,0,2,1,1,16,75.4605748,1.972410023,3
180101010103,Diamond Creek,0,0,0,1,0,1,2,0,2,16,0,0.3196005726,3
180101010104,Lower North Fork Smith River,1,1,0,1,0,1,3,0,3,16,0.1932989691,0.9717760477,5
180101010201,Siskiyou Fork Smith River,0,0,0,0,0,0,0,0,0,16,,0,0
180101010202,Upper Middle Fork Smith River,0,0,0,0,0,0,1,0,1,16,0,0.0009196673311,1
180101010203,Patrick Creek,0,0,0,0,0,0,0,0,0,16,0,0.04662662366,0
180101010204,Lower Middle Fork Smith River,0,0,0,0,0,0,0,0,0,16,0,0.09284399881,0
180101010301,Upper South Fork Smith River,0,0,0,0,0,0,1,0,1,15,,0,1
180101010302,Eightmile Creek,0,0,0,1,0,1,1,0,1,15,,0,2
180101010303,Jones Creek,0,0,0,0,0,0,0,0,0,15,,0,0
180101010304,Middle South Fork Smith River,0,0,0,0,0,0,0,0,0,15,,0,0
180101010305,Hurdygurdy Creek,0,0,0,0,0,0,0,0,0,16,,0,0
180101010306,Goose Creek,0,0,0,0,0,0,0,0,0,14,,0,0
180101010307,Rock Creek,0,0,0,0,0,0,0,0,0,13,0,0.002158535902,0
180101010308,Craigs Creek,0,0,0,0,0,0,0,0,0,15,,0,0
180101010309,Lower South Fork Smith River,0,0,0,0,0,0,0,0,0,15,3.333333333,0.04841843768,0
180101010401,Hardscrabble Creek-Smith River,1,1,0,1,0,1,2,1,1,15,0,0.1563160383,4
180101010402,Mill Creek,0,0,0,0,0,0,0,0,0,14,100,0.1663654531,0
180101010403,Rowdy Creek,0,0,0,0,0,0,1,0,1,15,0,0.2280859196,1
180101010404,Smith River,1,1,0,1,0,1,4,1,3,13,15.20700637,1.139644252,6
180101010501,Lake Earl,2,2,0,1,0,1,3,1,2,13,27.61760243,0.9400745073,6
180101010502,Tryon Creek-Frontal Pacific Ocean,1,1,0,0,0,0,1,0,1,13,45.42109567,7.167004104,2
180101010503,Wilson Creek,0,0,0,1,0,1,1,0,1,13,17.1009772,1.606280294,2
180101010504,Elk Creek-Frontal Pacific Ocean,1,1,0,1,0,1,2,0,2,13,76.47805586,8.153459191,4
180101020101,Noisy Creek-Redwood Creek,0,0,0,2,1,1,3,1,2,16,,0,5
180101020102,Minor Creek-Redwood Creek,0,0,0,1,1,0,2,1,1,15,,0,3
180101020103,Lacks Creek-Redwood Creek,0,0,0,1,1,0,1,1,0,15,,0,2
180101020104,Bridge Creek-Redwood Creek,0,0,0,0,0,0,0,0,0,15,100,0.006253408727,0
180101020105,Prairie Creek,0,0,0,0,0,0,0,0,0,13,75.55555556,0.03936330998,0
180101020106,McArthur Creek-Redwood Creek,1,1,0,0,0,0,0,0,0,14,58.62068966,0.1230994172,1
180101020201,Lost Creek-Mad River,0,0,0,0,0,0,0,0,0,16,0,0.00153385719,0
180101020202,Barry Creek-Mad River,0,0,0,0,0,0,0,0,0,16,0,0.133914639,0
180101020203,Ruth Lake-Mad River,0,0,0,0,0,0,0,0,0,16,0,0.07459418448,0
180101020301,Pilot Creek,0,0,0,0,0,0,1,0,1,16,,0,1
180101020302,Bear Creek-Mad River,1,1,0,0,0,0,1,0,1,16,0,0.0007189072378,2
180101020401,Bug Creek-Mad River,0,0,0,0,0,0,1,0,1,16,0,0.005468255569,1
180101020402,Boulder Creek,0,0,0,1,1,0,2,1,1,15,,0,3
180101020403,Blue Slide Creek-Mad River,0,0,0,0,0,0,1,0,1,15,0,0.02018157107,1
180101020404,Canon Creek,0,0,0,1,1,0,1,1,0,14,0,0.02764242664,2
180101020405,North Fork Mad River,0,0,0,1,1,0,1,1,0,14,0,0.08435928562,2
180101020406,Maple Creek-Mad River,0,0,0,1,1,0,1,1,0,14,0,0.2273006537,2
180101020407,Lindsay Creek,0,0,0,0,0,0,0,0,0,12,0,0.03683624031,0
180101020408,Mill Creek-Mad River,1,1,0,0,0,0,0,0,0,14,0,1.231009283,1
180101020501,Maple Creek,1,1,0,0,0,0,0,0,0,13,0,0.08747058171,1
180101020502,Little River,0,0,0,1,0,1,1,0,1,13,0,1.761889769,2
180101020503,Luffenholtz Creek-Frontal Pacific Ocean,1,1,0,1,0,1,3,0,3,13,52.57738315,9.552120411,5
180101020601,Jacoby Creek,1,1,0,1,1,0,1,1,0,14,0,0.0378513615,3
180101020602,Freshwater Creek,0,0,0,0,0,0,0,0,0,14,0,0.05688745747,0
180101020603,Elk River,0,0,0,0,0,0,2,0,2,14,0,0.02979404893,2
180101020604,Little Salmon Creek-Salmon Creek,0,0,0,0,0,0,0,0,0,14,0,0.1221944802,0
180101020605,Humboldt Bay,3,2,1,3,0,3,5,0,5,14,4.721930745,2.036136403,11
180101020606,Tabic Bluff-Frontal Pacific Ocean,0,0,0,0,0,0,0,0,0,12,14.08819677,67.13835052,0
180101030101,French Creek-Rice Fork,1,0,1,0,0,0,0,0,0,18,0,0.01763931424,1
180101030102,Bear Creek-Rice Fork,0,0,0,1,1,0,4,1,3,18,94.17989418,0.243864338,5
180101030103,Rice Creek-Rice Fork,0,0,0,0,0,0,2,0,2,18,17.64705882,0.0424130269,2
180101030201,Corbin Creek,0,0,0,0,0,0,0,0,0,18,0,0.007165779701,0
180101030202,Trout Creek-Eel River,0,0,0,1,1,0,3,1,2,18,0,0.2428833438,4
180101030203,Cold Creek-Eel River,0,0,0,0,0,0,2,0,2,18,39.64757709,0.1392454215,2
180101030204,Smokehouse Creek-Lake Pillsbury,0,0,0,0,0,0,3,0,3,17,0,0.2211842118,3
180101030205,Lake Pillsbury-Eel River,0,0,0,0,0,0,1,0,1,18,15.86206897,0.2114565464,1
180101030301,Upper Tomki Creek,0,0,0,1,0,1,1,0,1,17,0,0.02356321994,2
180101030302,Lower Tomki Creek,0,0,0,0,0,0,0,0,0,17,0,0.03060266715,0
180101030401,Baechtel Creek,0,0,0,1,0,1,2,0,2,17,0,0.05444530666,3
180101030402,Davis Creek,0,0,0,1,0,1,1,0,1,17,0,0.02410339097,2
180101030403,Mill Creek-Outlet Creek,0,0,0,1,0,1,1,0,1,17,0,0.02398846758,2
180101030404,Long Valley Creek,0,0,0,1,0,1,1,0,1,17,0,0.01432447297,2
180101030405,Sherwood Creek-Outlet Creek,0,0,0,0,0,0,0,0,0,17,0,0.01248562508,0
180101030406,Bloody Run Creek-Outlet Creek,0,0,0,2,0,2,2,0,2,17,0,0.03629651849,4
180101030501,Bucknell Creek,0,0,0,0,0,0,0,0,0,17,,0,0
180101030502,Soda Creek-Eel River,0,0,0,0,0,0,1,0,1,17,0,0.1329163372,1
180101030503,Thomas Creek-Eel River,0,0,0,0,0,0,0,0,0,17,9.302325581,0.04352528343,0
180101030504,Twin Bridges Creek-Eel River,0,0,0,0,0,0,1,0,1,17,14.60176991,0.1897287139,1
180101030505,Indian Creek-Eel River,0,0,0,0,0,0,0,0,0,17,14.83516484,0.1626902192,0
180101030506,Division Creek-Eel River,0,0,0,0,0,0,0,0,0,17,0,0.2901960513,0
180101040101,Spanish Creek-Black Butte River,0,0,0,0,0,0,1,0,1,18,0,0.003871087102,1
180101040102,Cold Creek,0,0,0,1,0,1,1,0,1,18,0,0.06064017483,2
180101040103,Baldy Creek-Black Butte River,0,0,0,1,1,0,2,1,1,18,0,0.2255889912,3
180101040104,Blue Slide Creek-Black Butte River,0,0,0,0,0,0,1,0,1,18,0,0.117364359,1
180101040105,Jumpoff Creek-Black Butte River,0,0,0,1,1,0,4,2,2,17,0,0.1592444971,5
180101040201,Balm of Gilead Creek,0,0,0,0,0,0,2,0,2,16,95.45454545,0.03558044497,2
180101040202,Cutfinger Creek-Middle Fork Eel River,0,0,0,0,0,0,0,0,0,16,,0,0
180101040203,North Fork Middle Fork Eel River,0,0,0,0,0,0,0,0,0,16,100,0.01525261038,0
180101040204,Red Chert Creek-Middle Fork Eel River,0,0,0,1,1,0,1,1,0,16,85.36324786,1.408490026,2
180101040205,Beaver Creek,0,0,0,0,0,0,0,0,0,16,45.45454545,0.02184031331,0
180101040206,Hammerhorn Creek-Middle Fork Eel River,1,0,1,2,0,2,4,0,4,16,92.18328841,0.7947614211,7
180101040207,Fly Creek-Middle Fork Eel River,1,0,1,2,0,2,3,0,3,16,90.76086957,0.316550534,6
180101040208,Bar Creek-Middle Fork Eel River,1,0,1,2,0,2,1,0,1,16,90.78341014,0.3175384131,4
180101040301,Short Creek,0,0,0,1,0,1,1,0,1,17,,0,2
180101040302,Alder Creek-Mill Creek,0,0,0,1,0,1,1,0,1,17,0,0.007334201819,2
180101040303,Grist Creek,0,0,0,0,0,0,0,0,0,17,0,0.01510418052,0
180101040304,Turner Creek-Mill Creek,0,0,0,0,0,0,0,0,0,17,0,0.005305515692,0
180101040401,Bear Creek-Elk Creek,0,0,0,1,1,0,2,1,1,17,78.92561983,0.1931500749,3
180101040402,Eden Creek,0,0,0,0,0,0,0,0,0,17,1.183431953,0.2135851465,0
180101040403,Deep Hole Creek-Elk Creek,0,0,0,0,0,0,0,0,0,17,35.97733711,0.27589199,0
180101040501,Williams Creek,0,0,0,1,0,1,1,0,1,16,73.26530612,0.5517901537,2
180101040502,Silver Creek-Middle Fork Eel River,0,0,0,0,0,0,0,0,0,17,55.55555556,0.01124590171,0
180101040503,Thatcher Creek,0,0,0,1,1,0,2,1,1,17,100,0.01638012746,3
180101040504,Hayshed Creek-Middle Fork Eel River,0,0,0,0,0,0,0,0,0,17,87.5,0.1215083069,0
180101040505,Salt Creek,0,0,0,0,0,0,0,0,0,17,0,0.05622845545,0
180101040506,Simmerly Creek-Middle Fork Eel River,0,0,0,0,0,0,0,0,0,17,7,0.4732793233,0
180101040507,Goforth Creek-Middle Fork Eel River,0,0,0,0,0,0,0,0,0,17,8.717948718,0.4219793814,0
180101050101,Kettenpom Creek,0,0,0,0,0,0,0,0,0,16,0,0.008770342266,0
180101050102,Headwaters North Fork Eel River,0,0,0,0,0,0,0,0,0,16,52.38095238,0.02034711382,0
180101050103,Salt Creek,0,0,0,0,0,0,0,0,0,16,0,0.008553065342,0
180101050104,Red Mountain Creek,0,0,0,0,0,0,0,0,0,16,90.24390244,0.07427624726,0
180101050105,Upper North Fork Eel River,0,0,0,0,0,0,0,0,0,16,81.08108108,0.07517771046,0
180101050106,Casoose Creek,0,0,0,0,0,0,0,0,0,16,95.91836735,0.06836022675,0
180101050107,Hulls Creek,0,0,0,1,0,1,1,0,1,16,78.64864865,0.2432403056,2
180101050108,Middle North Fork Eel River,0,0,0,0,0,0,0,0,0,16,26.66666667,0.2626917975,0
180101050109,Lower North Fork Eel River,0,0,0,1,1,0,1,1,0,16,1.90023753,0.3866044043,2
180101050201,Woodman Creek,0,0,0,0,0,0,0,0,0,17,0,0.03740507543,0
180101050202,Stoner Creek-Eel River,0,0,0,0,0,0,0,0,0,17,2.418506835,1.061517016,0
180101050203,Tin Cabin Creek-Eel River,0,0,0,0,0,0,0,0,0,17,0,0.3081671418,0
180101050204,Blue Rock Creek,0,0,0,0,0,0,0,0,0,16,0,0.2233613791,0
180101050205,Bell Springs Creek,0,0,0,0,0,0,0,0,0,16,0,0.05927715927,0
180101050206,Big Bend Creek-Eel River,0,0,0,0,0,0,0,0,0,16,1.716738197,0.996543897,0
180101050301,North Dobbyn Creek,0,0,0,0,0,0,1,0,1,16,0,0.3416095504,1
180101050302,South Dobbyn Creek,0,0,0,0,0,0,1,0,1,16,0,0.05583622869,1
180101050303,Conley Creek-Dobbyn Creek,0,0,0,0,0,0,1,0,1,16,0,0.1687708516,1
180101050401,Chamise Creek,0,0,0,0,0,0,0,0,0,16,0,0.02479861218,0
180101050402,Kekawaka Creek,0,0,0,0,0,0,0,0,0,16,0,0.02201920337,0
180101050403,Boulder Creek-Eel River,0,0,0,0,0,0,0,0,0,16,2.653399668,0.4481022296,0
180101050404,Jewett Creek,0,0,0,0,0,0,0,0,0,16,0,0.01747006709,0
180101050405,Pipe Creek-Eel River,0,0,0,0,0,0,1,0,1,16,0,0.1159463165,1
180101050406,Steelhead Creek-Eel River,0,0,0,0,0,0,1,0,1,16,0,0.5283892154,1
180101050501,Basin Creek-Eel River,0,0,0,0,0,0,0,0,0,16,0,0.5064972912,0
180101050502,Cameron Creek-Eel River,0,0,0,1,1,0,2,1,1,16,0.5586592179,0.2697145416,3
180101050601,Upper Larabee Creek,0,0,0,0,0,0,0,0,0,16,0,0.09820484034,0
180101050602,Lower Larabee Creek,0,0,0,0,0,0,1,0,1,15,0,0.1304794151,1
180101050701,West Fork Van Duzen River-Van Duzen River,0,0,0,0,0,0,1,0,1,16,0,0.3139919892,1
180101050702,Shanty Creek-Van Duzen River,0,0,0,1,0,1,4,0,4,16,0.3773584906,0.2549617037,5
180101050703,Mill Creek-Van Duzen River,1,1,0,0,0,0,1,0,1,16,0,0.02473639728,2
180101050801,North Fork Yager Creek,0,0,0,0,0,0,0,0,0,14,0,0.01036422009,0
180101050802,Lawrence Creek,0,0,0,0,0,0,1,0,1,14,0,0.0337546815,1
180101050803,South Fork Yager Creek-Yager Creek,0,0,0,0,0,0,0,0,0,14,0.3105590062,0.4676627147,0
180101050901,Butte Creek,0,0,0,1,1,0,1,1,0,16,0,0.004129495014,2
180101050902,Little Van Duzen River,0,0,0,0,0,0,2,0,2,16,50.58139535,0.2902808582,2
180101050903,Baker Creek-Van Duzen River,0,0,0,0,0,0,0,0,0,16,0,1.048682685,0
180101050904,Grizzly Creek,0,0,0,0,0,0,0,0,0,15,0,0.001831307263,0
180101050905,Hoagland Creek-Van Duzen River,0,0,0,0,0,0,0,0,0,16,3.93258427,0.3253698583,0
180101050906,Cummings Creek-Van Duzen River,0,0,0,0,0,0,0,0,0,14,14.4343303,1.07041967,0
180101051001,Bear Creek-Eel River,0,0,0,0,0,0,0,0,0,16,25.38461538,0.09941958054,0
180101051002,Monument Creek-Eel River,0,0,0,0,0,0,0,0,0,14,0,0.1475585982,0
180101051003,Price Creek-Eel River,0,0,0,0,0,0,0,0,0,14,0,0.3584169438,0
180101051101,Salt River,0,0,0,0,0,0,0,0,0,14,0,2.622458388,0
180101051102,Strongs Creek-Eel River,1,1,0,3,2,1,2,1,1,14,7.428571429,1.668346206,6
180101060101,Upper Tenmile Creek,0,0,0,1,0,1,1,0,1,17,0,0.04511593834,2
180101060102,Lower Tenmile Creek,0,0,0,0,0,0,0,0,0,17,2.127659574,0.05917411593,0
180101060103,Elder Creek-South Fork Eel River,0,0,0,0,0,0,1,0,1,17,5.263157895,0.01111209469,1
180101060104,Rattlesnake Creek,0,0,0,0,0,0,0,0,0,17,1.333333333,0.06830560854,0
180101060105,Cedar Creek-South Fork Eel River,0,0,0,0,0,0,3,0,3,16,83.20251177,0.5471590464,3
180101060201,Upper East Branch South Fork Eel River,0,0,0,1,0,1,4,0,4,16,0,0.06655613648,5
180101060202,Lower East Branch South Fork Eel River,0,0,0,0,0,0,0,0,0,16,0,0.1177695574,0
180101060301,Hollow Tree Creek,0,0,0,0,0,0,1,0,1,15,0,0.001664750011,1
180101060302,Red Mountain Creek-South Fork Eel River,0,0,0,0,0,0,3,0,3,16,48.27586207,0.1985049143,3
180101060303,Indian Creek,0,0,0,0,0,0,0,0,0,15,0,0.002561699637,0
180101060304,Standley Creek-South Fork Eel River,0,0,0,0,0,0,0,0,0,15,16.94915254,0.06936951248,0
180101060305,Fish Creek-South Fork Eel River,0,0,0,0,0,0,0,0,0,14,44.76190476,0.161903662,0
180101060401,Sprout Creek,0,0,0,0,0,0,0,0,0,15,0,0.01013844141,0
180101060402,Redwood Creek,0,0,0,0,0,0,0,0,0,14,22.22222222,0.02407874389,0
180101060403,Ohman Creek-South Fork Eel River,0,0,0,0,0,0,0,0,0,16,13.05970149,0.3542020543,0
180101060404,Salmon Creek,0,0,0,0,0,0,1,0,1,15,0,0.03785590093,1
180101060405,Butte Creek-South Fork Eel River,0,0,0,0,0,0,0,0,0,16,22.4,0.3626303711,0
180101060406,Bull Creek,0,0,0,0,0,0,1,1,0,14,95,0.03347919973,1
180101060407,Canoe Creek-South Fork Eel River,0,0,0,1,1,0,1,1,0,16,85.29411765,0.2275244063,2
180101070101,Upper Bear River,0,0,0,0,0,0,0,0,0,14,0,0.02768124407,0
180101070102,Lower Bear River,0,0,0,0,0,0,0,0,0,14,0,0.5724016098,0
180101070201,Bear Creek,0,0,0,0,0,0,0,0,0,14,100,0.001609451107,0
180101070202,Headwaters Mattole River,1,1,0,0,0,0,0,0,0,14,0,0.004963834188,1
180101070203,Upper Mattole River,0,0,0,0,0,0,0,0,0,14,0,0.1565810017,0
180101070204,Honeydew Creek,0,0,0,0,0,0,0,0,0,14,80.3030303,0.1335699423,0
180101070205,Middle Mattole River,0,0,0,0,0,0,0,0,0,14,0.4545454545,0.1939379653,0
180101070206,Upper North Fork Mattole River,0,0,0,0,0,0,0,0,0,14,0,0.1641870106,0
180101070207,Squaw Creek,0,0,0,0,0,0,0,0,0,14,0,0.03981799026,0
180101070208,North Fork Mattole River,0,0,0,0,0,0,0,0,0,14,0,0.12330681,0
180101070209,Lower Mattole River,2,1,1,1,0,1,2,0,2,14,8.78828229,0.8749429486,5
180101070301,Guthrie Creek-Frontal Pacific Ocean,0,0,0,0,0,0,0,0,0,14,0,5.441309625,0
180101070302,Davis Creek-Frontal Pacific Ocean,0,0,0,1,0,1,2,0,2,14,0.8748906387,2.516670357,3
180101070401,Cooksie Creek-Frontal Pacific Ocean,1,0,1,1,0,1,2,0,2,14,87.03355705,4.128669218,4
180101070402,Big Flat Creek-Frontal Pacific Ocean,0,0,0,0,0,0,0,0,0,14,87.12177122,2.822892812,0
180101080101,North Fork Ten Mile River,0,0,0,0,0,0,1,0,1,15,0,0.02051357907,1
180101080102,South Fork Ten Mile River,1,1,0,0,0,0,2,0,2,15,0,0.2257351932,3
180101080103,Middle Fork Ten Mile River-Ten Mile River,1,1,0,0,0,0,5,0,5,16,9.465020576,0.403869149,6
180101080201,North Fork Noyo River,0,0,0,0,0,0,1,0,1,16,0,0.005542873799,1
180101080202,Upper Noyo River,0,0,0,0,0,0,1,0,1,17,0,0.02172065505,1
180101080203,South Fork Noyo River,1,1,0,2,2,0,2,1,1,14,3.333333333,0.1520382526,5
180101080204,Lower Noyo River,0,0,0,1,0,1,2,0,2,16,0,0.1955907739,3
180101080301,South Fork Big River,0,0,0,1,0,1,2,0,2,17,0,0.01719984176,3
180101080302,Upper Big River,0,0,0,0,0,0,1,0,1,17,0,0.01905235911,1
180101080303,North Fork Big River,1,1,0,0,0,0,1,0,1,16,0,0.01996498438,2
180101080304,Lower Big River,0,0,0,1,1,0,4,1,3,15,68.32061069,0.3617396613,5
180101080401,Upper Rancheria Creek,0,0,0,0,0,0,0,0,0,17,0,0.04656099866,0
180101080402,Lower Rancheria Creek,0,0,0,0,0,0,0,0,0,16,0,0.09359856268,0
180101080403,Anderson Creek,0,0,0,0,0,0,1,0,1,17,0,0.3310401082,1
180101080404,Indian Creek,0,0,0,0,0,0,0,0,0,16,0,0.08623331286,0
180101080405,North Branch North Fork Navarro River,0,0,0,0,0,0,1,0,1,16,0,0.04151874828,1
180101080406,South Branch North Fork Navarro River,0,0,0,0,0,0,0,0,0,17,0,0.04964678467,0
180101080407,North Fork Navarro River,0,0,0,0,0,0,0,0,0,15,0,0.5847454635,0
180101080408,Upper Navarro River,0,0,0,0,0,0,1,0,1,16,1.911589008,0.6511937712,1
180101080409,Lower Navarro River,0,0,0,1,0,1,2,0,2,14,17.12062257,1.008829692,3
180101080501,Upper Garcia River,0,0,0,0,0,0,0,0,0,16,0,0.01802391885,0
180101080502,Middle Garcia River,0,0,0,0,0,0,1,0,1,15,0,0.04531664522,1
180101080503,Lower Garcia River,0,0,0,2,1,1,4,0,4,14,5.817540767,1.68394808,6
180101080601,Usal Creek,0,0,0,0,0,0,1,0,1,14,74.41860465,0.1086265692,1
180101080602,Cottaneva Creek,0,0,0,0,0,0,1,0,1,14,0,0.2167623823,1
180101080603,Jackass Creek-Frontal Pacific Ocean,0,0,0,0,0,0,1,0,1,14,51.60813309,5.824706096,1
180101080604,Wages Creek,0,0,0,0,0,0,1,0,1,14,0,0.3073317452,1
180101080605,Juan Creek-Frontal Pacific Ocean,0,0,0,0,0,0,1,0,1,15,0.2044989775,1.837081693,1
180101080701,Pudding Creek,2,1,1,1,0,1,6,0,6,14,4.633204633,0.5305336104,9
180101080702,Virgin Creek-Frontal Pacific Ocean,2,1,1,3,0,3,11,0,11,14,79.01785714,13.65244249,16
180101080703,Hare Creek-Frontal Pacific Ocean,1,1,0,2,1,1,8,0,8,14,13.59691418,0.9208693911,11
180101080801,Albion River,0,0,0,1,0,1,2,0,2,15,2.464788732,0.4642231666,3
180101080802,Big Salmon Creek,0,0,0,1,0,1,3,0,3,14,2.333333333,1.56965501,4
180101080803,Little River-Frontal Pacific Ocean,0,0,0,1,0,1,3,0,3,14,11.97033898,2.319777819,4
180101080901,Greenwood Creek,2,1,1,2,1,1,3,1,2,14,0,0.5782783251,7
180101080902,Elk Creek,0,0,0,0,0,0,0,0,0,15,0,0.4621434021,0
180101080903,Alder Creek,0,0,0,2,1,1,1,0,1,15,6.9828722,0.9058549484,3
180101080904,Brush Creek,1,0,1,2,1,1,2,1,1,14,4.53125,1.420905766,5
180101080905,Mallo Pass Creek-Frontal Pacific Ocean,3,2,1,4,2,2,5,1,4,14,15.88785047,5.752825818,12
180101080906,Point Arena Creek-Frontal Pacific Ocean,1,0,1,3,1,2,9,1,8,14,4.6875,2.100608367,13
180101090101,Marshall Creek,0,0,0,0,0,0,0,0,0,15,0,0.05441796964,0
180101090102,House Creek,0,0,0,0,0,0,3,0,3,15,0,0.253969158,3
180101090103,Upper Wheatfield Fork Gualala River,0,0,0,0,0,0,1,0,1,15,0,0.2532981432,1
180101090104,Lower Wheatfield Fork Gualala River,0,0,0,0,0,0,1,0,1,15,0,0.3696234009,1
180101090105,Buckeye Creek,0,0,0,0,0,0,0,0,0,15,0,0.08983869185,0
180101090106,Rockpile Creek,0,0,0,0,0,0,0,0,0,15,0,0.07933432766,0
180101090107,North Fork Gualala River,1,1,0,2,1,1,3,0,3,15,0,0.1166908701,6
180101090108,South Fork Gualala River-Gualala River,0,0,0,1,0,1,4,0,4,15,0,0.4900393618,5
180101090201,Salmon Creek,3,3,0,3,2,1,2,0,2,15,0,5.799943932,8
180101090202,Russian Gulch-Frontal Pacific Ocean,1,0,1,2,0,2,8,1,7,15,24.11048689,2.910566054,11
180101090203,Bodega Harbor-Frontal Pacific Ocean,2,1,1,1,1,0,4,1,3,15,1.122124556,16.04561425,7
180101100101,Burright Creek-East Fork Russian River,0,0,0,1,1,0,1,1,0,17,0,0.01271463668,2
180101100102,Cold Creek,0,0,0,0,0,0,1,0,1,18,0,0.005723443956,1
180101100103,Lake Mendocino-East Fork Russian River,0,0,0,1,1,0,1,1,0,17,0,0.08963771935,2
180101100201,Forsythe Creek,0,0,0,0,0,0,1,0,1,17,0,0.05982013216,1
180101100202,Salt Hollow Creek-Russian River,0,0,0,0,0,0,0,0,0,17,0,0.03803830514,0
180101100203,East Fork Russian River-Russian River,0,0,0,0,0,0,0,0,0,17,0,0.04177838774,0
180101100301,Little Sulphur Creek,0,0,0,0,0,0,1,0,1,18,0,0.04041937468,1
180101100302,Alder Creek-Big Sulphur Creek,1,1,0,0,0,0,5,0,5,18,0,0.4775985394,6
180101100401,Ackerman Creek,0,0,0,1,0,1,1,0,1,17,0,0.01581124564,2
180101100402,Mill Creek,1,0,1,0,0,0,1,0,1,17,0,0.008012031127,2
180101100403,Orrs Creek-Russian River,0,0,0,0,0,0,0,0,0,17,0,0.04716547607,0
180101100404,Robinson Creek,0,0,0,1,0,1,1,0,1,17,0,0.01877874159,2
180101100405,Morrison Creek-Russian River,0,0,0,0,0,0,2,0,2,17,0,0.08464089591,2
180101100406,Dooley Creek,0,0,0,0,0,0,1,0,1,18,0,0.08656916065,1
180101100407,McNab Creek-Russian River,0,0,0,0,0,0,1,0,1,17,0,0.1864838574,1
180101100408,Feliz Creek,0,0,0,0,0,0,1,0,1,17,0,0.1079783904,1
180101100409,Pieta Creek,0,0,0,0,0,0,2,0,2,18,0,0.06776394876,2
180101100410,Cummiskey Creek-Russian River,0,0,0,1,1,0,1,1,0,17,0,0.2614167248,2
180101100411,Oat Valley Creek-Russian River,0,0,0,0,0,0,0,0,0,18,0,0.6610243747,0
180101100501,Galloway Creek,0,0,0,0,0,0,1,0,1,17,0,0.04988843209,1
180101100502,Soda Spring Creek-Dry Creek,0,0,0,0,0,0,1,0,1,17,0,0.08133680173,1
180101100503,Warm Springs Creek,0,0,0,0,0,0,0,0,0,16,0,0.3567148123,0
180101100504,Lake Sonoma-Dry Creek,0,0,0,0,0,0,2,0,2,17,50.18270402,0.6971570685,2
180101100505,Pena Creek,0,0,0,0,0,0,2,0,2,17,0,0.6465565543,2
180101100506,Mill Creek,0,0,0,1,0,1,2,0,2,17,0,1.089503457,3
180101100507,West Slough-Dry Creek,0,0,0,0,0,0,2,0,2,17,0.7787151201,2.538115779,2
180101100601,Gill Creek-Russian River,0,0,0,0,0,0,0,0,0,17,1.570680628,1.152349403,0
180101100602,Sausal Creek-Russian River,0,0,0,1,0,1,2,0,2,18,0.04849660524,1.556870932,3
180101100603,Franz Creek,1,1,0,1,0,1,3,0,3,18,5.117085863,1.695900985,5
180101100604,Maacama Creek,0,0,0,2,0,2,3,0,3,18,0.7007007007,0.750275429,5
180101100605,Brooks Creek-Russian River,1,1,0,0,0,0,0,0,0,18,0.7628928898,4.279418598,1
180101100701,Upper Laguna De Santa Rosa,3,3,0,6,3,3,5,2,3,16,0.02436053593,2.301013689,14
180101100702,Upper Santa Rosa Creek,1,1,0,3,1,2,5,0,5,16,18.42105263,0.6898557037,9
180101100703,Lower Santa Rosa Creek,1,1,0,5,2,3,7,2,5,16,0,0.3637586482,13
180101100704,Lower Laguna De Santa Rosa,1,1,0,6,2,4,6,2,4,16,2.105263158,1.063550246,13
180101100705,Windsor Creek,0,0,0,4,0,4,4,0,4,16,0,3.00264447,8
180101100706,Porter Creek-Mark West Creek,0,0,0,7,1,6,13,1,12,17,0,1.175562265,20
180101100801,East Austin Creek,1,1,0,0,0,0,3,0,3,15,31.06508876,1.098321982,4
180101100802,Ward Creek-Austin Creek,1,1,0,1,0,1,5,0,5,15,38.72053872,1.357398363,7
