HUC12,Name-12,HUC8,Name,ForestChange,WetlandsChange,HabitatConditionIndex,At-RiskAquaticSpecies,At-RiskAquaticAnimalSpecies,At-RiskAquatiPlantSpecies,At-RiskWetlandSpecies,At-RiskWetlandAnimalSpecies,At-RiskWetlandPlantSpecies,At-RiskTerrestrialSpecies,At-RiskTerrestrialAnimalSpecies,At-RiskTerrestrialPlantSpecies,total,ProtectedRareEcosystems,RareEcosysteminWS,Urban2011,UrbanChange,DevelopedHI,DevelopedMI,DevelopedLI,DevelopedOpenSpace
160600080305,Willard Springs-Spring Creek,16060008,Spring-Steptoe Valleys,0,0,4.51,0,0,0,0,0,0,0,0,0,0,0,0.009225923198,1.510575876,0,0,0.008610774539,0.2521726829,1.249792419
160600080401,Layton Spring-Spring Creek,16060008,Spring-Steptoe Valleys,0,0,4.5,0,0,0,0,0,0,0,0,0,0,,0,0.9112954296,0,0,0,0.004633705574,0.906661724
160600080501,Middle Creek-Spring Valley Creek,16060008,Spring-Steptoe Valleys,-2.32,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600080502,Box Canyon-Spring Valley Creek,16060008,Spring-Steptoe Valleys,-0.2,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600080503,Skull Spring-Spring Valley Creek,16060008,Spring-Steptoe Valleys,-0.28,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600080507,Snow Bank Creek,16060008,Spring-Steptoe Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.03696857671,0,0,0,0,0.03696857671
160600080508,Red Hills Pass-Spring Valley Creek,16060008,Spring-Steptoe Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.3466997138,0,0,0,0.002458863218,0.3442408506
160600080601,Spring Valley Wash,16060008,Spring-Steptoe Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600080602,White Cloud Wash,16060008,Spring-Steptoe Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600080603,White Cloud Point,16060008,Spring-Steptoe Valleys,-0.03,0,4.98,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600080901,Headwaters Cattle Camp Wash,16060008,Spring-Steptoe Valleys,-0.01,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600080902,Upper Cattle Camp Wash,16060008,Spring-Steptoe Valleys,-0.03,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600080903,Middle Cattle Camp Wash,16060008,Spring-Steptoe Valleys,-0.05,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600080904,Lower Cattle Camp Wash,16060008,Spring-Steptoe Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600081001,Horse Camp Wash,16060008,Spring-Steptoe Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600081002,Cooper Wash-Willow Creek,16060008,Spring-Steptoe Valleys,-0.01,0,4.99,0,0,0,0,0,0,0,0,0,0,,0,0.6735082627,0,0,0.005566183989,0.2801645941,0.3877774846
160600081201,Upper Gleason Creek,16060008,Spring-Steptoe Valleys,-1.18,0,4.99,0,0,0,0,0,0,0,0,0,0,,0,1.358907257,0,0,0,0.0938277909,1.265079466
160600081202,Lower Gleason Creek,16060008,Spring-Steptoe Valleys,-1.39,0,4.74,0,0,0,0,0,0,0,0,0,0,,0,3.499992441,0.05,0.01814250941,0.1632825847,0.3326126725,2.985954674
160600081601,Telegraph Creek,16060008,Spring-Steptoe Valleys,-0.1,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600081602,Egan Basin-Egan Creek,16060008,Spring-Steptoe Valleys,-1.27,0,4.97,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600081801,Sampson Creek,16060008,Spring-Steptoe Valleys,-8.37,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.2013652309,0,0,0.04432567977,0.08105267157,0.0759868796
160600081803,Waterspout Wash,16060008,Spring-Steptoe Valleys,-0.01,0,4.99,0,0,0,0,0,0,0,0,0,0,,0,0.04466983735,0,0,0,0.02452461658,0.02014522077
160600081901,Upper Antelope Valley Wash,16060008,Spring-Steptoe Valleys,0,0,4.76,0,0,0,0,0,0,0,0,0,0,,0,0.6433854382,0,0.01678396795,0.3491065334,0.2461648633,0.03133007351
160600081902,Grass Valley Creek,16060008,Spring-Steptoe Valleys,-0.04,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600081903,Lower Antelope Valley Wash,16060008,Spring-Steptoe Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.1884467062,0,0.0003975668906,0.02146861209,0.06520097006,0.1013795571
160600082000,Tippett Lake,16060008,Spring-Steptoe Valleys,-0.01,0,4.96,0,0,0,0,0,0,0,0,0,0,,0,0.2724450697,0,0,0.006240561151,0.04225751408,0.2239469945
160600082100,Antelope Wash,16060008,Spring-Steptoe Valleys,-2.75,0.02,4.99,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600082202,Kingsley Draw,16060008,Spring-Steptoe Valleys,-0.06,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600082203,Millick Canyon,16060008,Spring-Steptoe Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600082301,Cottonwood Canyon,16060008,Spring-Steptoe Valleys,0,0,4.99,0,0,0,0,0,0,0,0,0,0,,0,0.6662385616,0,0,0,0.2729170011,0.3933215604
160600082303,Currie Canyon,16060008,Spring-Steptoe Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600082304,160600082304,16060008,Spring-Steptoe Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,1.037247429,0,0,0,0.5536780039,0.4835694255
160600082305,Basco Spring,16060008,Spring-Steptoe Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600082306,Spruce Spring,16060008,Spring-Steptoe Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600082307,Indian Creek-Nelson Creek,16060008,Spring-Steptoe Valleys,0,-0.01,4.9,0,0,0,0,0,0,0,0,0,0,,0,0.1337757492,0,0,0.002702540388,0.08362861089,0.04744459792
160600082401,East Squaw Creek,16060008,Spring-Steptoe Valleys,0,0,4.99,0,0,0,0,0,0,0,0,0,0,,0,0.606172732,0,0,0.0233980498,0.2122148703,0.3705598119
160600082402,Nanny Creek,16060008,Spring-Steptoe Valleys,-0.05,0.03,4.95,0,0,0,0,0,0,0,0,0,0,,0,3.070371063,0,0.00575514726,0.2632979871,0.80859819,1.992719739
160600082500,Goshute Valley,16060008,Spring-Steptoe Valleys,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0.00370320436,0.115855852,0,0.0005951499249,0.02783979093,0.03484933449,0.0525715767
160600080107,Indian Spring Knolls-Murphy Wash,16060008,Spring-Steptoe Valleys,0,0,4.83,0,0,0,0,0,0,1,0,1,1,,0,0.2678506967,0,0,0,0,0.2678506967
160600080405,Negro Creek,16060008,Spring-Steptoe Valleys,-0.07,0.07,5,0,0,0,0,0,0,1,0,1,1,,0,0,0,0,0,0,0
160600081303,North Creek,16060008,Spring-Steptoe Valleys,-0.06,0,4.95,0,0,0,0,0,0,1,0,1,1,,0,0,0,0,0,0,0
160600081304,Timber Creek-Duck Creek,16060008,Spring-Steptoe Valleys,0.02,0.25,4.79,0,0,0,0,0,0,1,0,1,1,,0,0.7021849542,0,0,0,0.1746940723,0.5274908818
160600081401,Smith Valley,16060008,Spring-Steptoe Valleys,-0.39,0,4.78,0,0,0,0,0,0,1,0,1,1,,0,0.5290381801,0.16,0.009303133295,0.03659232429,0.08682924409,0.3963134784
160600081502,Second Creek-Duck Creek,16060008,Spring-Steptoe Valleys,0,-0.23,4.9,0,0,0,0,0,0,1,0,1,1,,0,0.6349245871,0,0,0.03299117953,0.4687237393,0.1332096683
160600081804,Wood Canyon-Goshute Lake,16060008,Spring-Steptoe Valleys,0,0,4.96,1,1,0,0,0,0,0,0,0,1,0,0.02051495257,1.137479167,0,0.0001695452627,0.1105435112,0.5820488867,0.4447172239
160600082201,Boone Spring,16060008,Spring-Steptoe Valleys,0,0,4.97,1,1,0,0,0,0,0,0,0,1,,0,1.216040718,0,0,0.006559011426,0.8106938122,0.3987878947
160600080301,Shingle Creek-Spring Creek,16060008,Spring-Steptoe Valleys,-0.02,0.01,4.59,0,0,0,1,0,1,1,0,1,2,,0,0.6463086946,0,0,0,0.05155004543,0.5947586491
160600080304,Cooper Canyon,16060008,Spring-Steptoe Valleys,0.01,0,4.95,0,0,0,0,0,0,2,0,2,2,,0,0.1957377115,0,0,0,0.005991970759,0.1897457407
160600080504,Rock Springs-Spring Valley Creek,16060008,Spring-Steptoe Valleys,0,0,4.98,1,1,0,1,1,0,0,0,0,2,,0,0,0,0,0,0,0
160600080505,McCurdy Creek-Spring Valley Creek,16060008,Spring-Steptoe Valleys,0,0,4.99,1,1,0,1,1,0,0,0,0,2,,0,0.9334194951,0,0,0.02666912843,0.4502979762,0.4564523905
160600080506,Siegel Creek-Spring Valley Creek,16060008,Spring-Steptoe Valleys,0,0.01,4.97,1,1,0,1,1,0,0,0,0,2,,0,0.8528322831,0,0,0.1326627996,0.3770060172,0.3431634663
160600081103,Lower Steptoe Creek,16060008,Spring-Steptoe Valleys,0.85,-0.06,4.91,1,1,0,1,1,0,0,0,0,2,,0,8.434752281,0.24,0.2514822769,1.723663197,3.397764194,3.061842612
160600081203,Town of Ely-Murry Creek,16060008,Spring-Steptoe Valleys,-0.14,-0.03,4.67,1,1,0,1,1,0,0,0,0,2,,0,10.25304387,0.22,0.6580078461,2.635157312,2.957127897,4.002750817
160600081504,Tehama Creek-Duck Creek,16060008,Spring-Steptoe Valleys,-0.18,0.03,4.94,1,1,0,1,1,0,0,0,0,2,,0,0.7093899726,0,0,0.08335182265,0.2974280866,0.3286100634
160600082204,North Creek-Dolly Varden Canyon,16060008,Spring-Steptoe Valleys,-0.02,0,4.64,1,1,0,0,0,0,1,1,0,2,,0,0.5525961797,0,0,0.008429737243,0.1587301587,0.3854362837
160600082403,Big Springs-Hardy Creek,16060008,Spring-Steptoe Valleys,-0.14,0.01,4.92,1,1,0,1,1,0,0,0,0,2,,0,0.7348347915,0,0,0.1256759704,0.2849887446,0.3241700766
160600080402,Bastian Creek,16060008,Spring-Steptoe Valleys,0,0,4.53,0,0,0,0,0,0,3,1,2,3,0,0.006877353234,0.4676661885,0,0,0,0.003929967971,0.4637362205
160600080404,Cleve Creek,16060008,Spring-Steptoe Valleys,0.02,0,4.88,0,0,0,0,0,0,3,1,2,3,,0,0.066394853,0,0,0,0.0009351387746,0.06545971422
160600080406,Granite Spring-Spring Creek,16060008,Spring-Steptoe Valleys,0,0,4.87,1,0,1,1,0,1,1,0,1,3,,0,0.1362806631,0,0,0,0,0.1362806631
160600081101,Upper Steptoe Creek,16060008,Spring-Steptoe Valleys,0,0,4.89,0,0,0,0,0,0,3,0,3,3,,0,0.7930803737,0,0,0.0008261253893,0.06361165498,0.7286425934
160600081301,Berry Creek,16060008,Spring-Steptoe Valleys,0.05,0,4.94,0,0,0,0,0,0,3,0,3,3,,0,0.08500946332,0,0,0,0.02245532993,0.06255413338
160600081302,Gilford Creek-Duck Creek,16060008,Spring-Steptoe Valleys,-0.14,0,4.87,0,0,0,0,0,0,3,1,2,3,,0,0.7869725353,0,0,0,0.06414412426,0.722828411
160600081802,North Creek,16060008,Spring-Steptoe Valleys,-0.19,0,4.96,2,2,0,1,1,0,0,0,0,3,,0,0.07163603683,0,0,0.006512366985,0.0429816221,0.02214204775
160600082302,Phalen Creek,16060008,Spring-Steptoe Valleys,0,0,4.99,2,2,0,1,1,0,0,0,0,3,,0,0.9493055285,0,0,0,0.4720590333,0.4772464952
160600080105,Johns Wash,16060008,Spring-Steptoe Valleys,-1.28,0,4.77,0,0,0,1,0,1,3,0,3,4,,0,0.1260777615,0,0,0,0,0.1260777615
160600080800,Yelland Dry Lake,16060008,Spring-Steptoe Valleys,-0.73,-0.08,4.97,1,0,1,1,0,1,2,0,2,4,,0,0.3356301041,0,0,0,0.08764348086,0.2479866233
160600081102,Middle Steptoe Creek,16060008,Spring-Steptoe Valleys,3.15,0.01,4.99,1,1,0,1,1,0,2,0,2,4,,0,0.5622239079,0,0,0.002974729671,0.2692130353,0.290036143
160600081402,Steptoe Slough-Duck Creek,16060008,Spring-Steptoe Valleys,-0.33,0.08,4.78,1,1,0,1,1,0,2,0,2,4,,0,1.732136377,0.01,0.01631702287,0.1220963436,0.4878227184,1.105900292
160600081700,Lower Duck Creek,16060008,Spring-Steptoe Valleys,-0.52,0.01,4.81,1,1,0,0,0,0,3,1,2,4,0,0.009178843095,0.5503615535,0,0.002588829202,0.1190861433,0.2699442813,0.1587422997
160600080403,Turnley Canyon-Spring Creek,16060008,Spring-Steptoe Valleys,-0.93,0,4.7,1,1,0,0,0,0,4,0,4,5,45.83333333,0.01757302504,1.618205915,0,0,0.005857758968,0.2357747985,1.376573357
160600080700,Lower Spring Valley Creek,16060008,Spring-Steptoe Valleys,0.13,0.04,4.96,1,1,0,1,1,0,4,0,4,6,,0,0.3259281207,0,0,0,0.03872079947,0.2872073213
160600081503,Big Indian Creek-Duck Creek,16060008,Spring-Steptoe Valleys,-0.8,0.01,4.86,2,1,1,2,1,1,2,0,2,6,,0,0.6505046668,0,0,0.05290861732,0.4137725201,0.1838235294
160600081501,First Creek-Duck Creek,16060008,Spring-Steptoe Valleys,-2.15,-0.12,4.94,7,7,0,1,1,0,0,0,0,8,,0,0.3547308326,0,0,0.002418069752,0.1649123571,0.1874004058
160600080200,Baking Powder Flat,16060008,Spring-Steptoe Valleys,-0.33,0.1,4.63,4,2,2,4,1,3,6,0,6,14,25,0.006712048963,0.6296739623,0,0,0,0.007411219188,0.6222627431
160600090101,Silver Creek-Cave Valley Wash,16060009,Dry Lake Valley,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090102,Wildcat Canyon-Cave Valley Wash,16060009,Dry Lake Valley,-0.04,-0.01,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090104,Sheep Creek-Cave Valley Wash,16060009,Dry Lake Valley,-0.47,0.01,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090105,Quartzite Spring-Cave Valley Wash,16060009,Dry Lake Valley,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090201,Big Spring Wash,16060009,Dry Lake Valley,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090202,Sawmill Canyon-Cave Valley,16060009,Dry Lake Valley,-0.04,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090301,Pine Spring,16060009,Dry Lake Valley,-0.03,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.4269472472,0,0,0,0,0.4269472472
160600090302,Heckethorn Well,16060009,Dry Lake Valley,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.8730750669,0,0,0,0.001462437298,0.8716126296
160600090303,North Eldridge Well,16060009,Dry Lake Valley,-0.32,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.4781778906,0,0,0,0,0.4781778906
160600090304,Smiley Canyon,16060009,Dry Lake Valley,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090305,Wine Creek,16060009,Dry Lake Valley,-0.53,0,4.97,0,0,0,0,0,0,0,0,0,0,,0,0.9993789171,0,0,0.09786761523,0.5156870495,0.3858242523
160600090306,Wilson Creek,16060009,Dry Lake Valley,0.07,0.02,4.96,0,0,0,0,0,0,0,0,0,0,,0,0.2058571,0,0,0,0.1334450548,0.07241204523
160600090401,Chris Spring-Coyote Wash,16060009,Dry Lake Valley,-0.25,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090403,Littlefield Spring-Coyote Wash,16060009,Dry Lake Valley,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090404,Silverhorn Wash,16060009,Dry Lake Valley,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090405,Fairview Wash,16060009,Dry Lake Valley,-0.06,0.1,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090406,Middle Reservoir,16060009,Dry Lake Valley,0,1.72,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090407,Bailey Wash-Coyote Wash,16060009,Dry Lake Valley,0,0.22,4.96,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090601,160600090601,16060009,Dry Lake Valley,0,0,4.99,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090602,Cherry Creek,16060009,Dry Lake Valley,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090603,Coal Spring-Frontal Dry Lake Valley,16060009,Dry Lake Valley,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090701,Wheatgrass Wash-Frontal Dry Lake Valley,16060009,Dry Lake Valley,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090702,Mustang Spring-Boulder Wash-Frontal Dry Lake Valley,16060009,Dry Lake Valley,0,0.02,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090801,Miller Wash,16060009,Dry Lake Valley,0,0,4.98,0,0,0,0,0,0,0,0,0,0,,0,0.9297801104,0,0,0,0.7182607909,0.2115193195
160600090802,Seven Oaks Spring-Red Rock Wash,16060009,Dry Lake Valley,0,0,4.95,0,0,0,0,0,0,0,0,0,0,,0,1.230631259,0,0.02989387674,0.02790095162,0.4573763141,0.7154601166
160600090901,Cliff Reservoir-Frontal Dry Lake Valley,16060009,Dry Lake Valley,0,0,4.99,0,0,0,0,0,0,0,0,0,0,,0,0.508231044,0,0,0,0.06814729669,0.4400837473
160600090902,Black Canyon,16060009,Dry Lake Valley,0,0.01,4.94,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090903,Porphyry Wash-Dry Lake Valley,16060009,Dry Lake Valley,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600091001,White Sage Reservoir,16060009,Dry Lake Valley,-0.19,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.6744890997,0,0,0,0.3378038277,0.336685272
160600091002,Twin Springs,16060009,Dry Lake Valley,-4.66,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600091003,Cottonwood Wash,16060009,Dry Lake Valley,-0.07,0,4.99,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600091004,Cedar Wash,16060009,Dry Lake Valley,-0.23,0.03,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600091005,Jumbo Wash,16060009,Dry Lake Valley,-11.01,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600091006,Gregerson Basin,16060009,Dry Lake Valley,-3.98,-0.01,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600091007,Delamar Lake,16060009,Dry Lake Valley,-2.01,0.01,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600090103,Haggerty Wash-Cave Valley Wash,16060009,Dry Lake Valley,-2.04,0,4.93,1,1,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0
160600090402,Meloy Wash-Coyote Wash,16060009,Dry Lake Valley,0,0,5,1,1,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0
160600090500,Lower Coyote Wash-Frontal Dry Lake Valley,16060009,Dry Lake Valley,0,0.03,5,0,0,0,0,0,0,1,0,1,1,,0,0,0,0,0,0,0
160600090307,Wambolt Creek-Lake Valley,16060009,Dry Lake Valley,-0.31,0,5,2,1,1,1,0,1,1,0,1,4,0,0.0006607952757,0.6054794611,0,0,0.002229974826,0.0735065776,0.5297429087
160600100101,160600100101,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600100102,160600100102-Frontal Kibby Flat,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600100104,Black Jack Spring-Frontal Kibby Flat,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600100105,160600100105-Frontal Kibby Flat,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600100106,Kibby Flat,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600100201,Paymaster Canyon-Frontal Soda Spring Valley,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600100202,160600100202-Frontal Soda Spring Valley,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600100203,160600100203-Frontal Soda Spring Valley,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600100205,160600100205-Frontal Soda Spring Valley,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,1.369587919,0,0,0,0.04418025544,1.325407663
160600100206,New York Canyon-Frontal Soda Spring Valley,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600100207,Volcano Canyon-Frontal Soda Spring Valley,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600100208,Cinnabar Canyon,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600100210,Douglas Canyon,16060010,Fish Lake-Soda Spring Valleys,0,0,4.96,0,0,0,0,0,0,0,0,0,0,,0,0.07269238038,0,0,0,0.05233851388,0.02035386651
160600100211,Farmington Spring-Frontal Soda Spring Valley,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,1.364800834,0,0,0.005289925714,0.6529279739,0.7065829347
160600100212,160600100212-Frontal Soda Spring Valley,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.06705390296,0,0,0,0.003352695148,0.06370120781
160600100301,Rattlesnake Canyon,16060010,Fish Lake-Soda Spring Valleys,0,0,4.98,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600100302,Garfield Flat,16060010,Fish Lake-Soda Spring Valleys,0,0,4.99,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600100401,160600100401-Frontal Rhodes Salt Marsh,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,1.49154688,0,0.0030627246,0,0.6819666776,0.8065174779
160600100403,Silver Dyke Canyon-Frontal Rhodes Salt Marsh,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.1924540611,0,0.00108731108,0,0.05545286506,0.135913885
160600100405,Rhodes Salt Marsh,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.3131508255,0,0,0,0.1011137605,0.212037065
160600100501,160600100501,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,1.822220475,0,0,0,0.01769146092,1.804529014
160600100506,160600100506,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.00471931853,0,0,0,0.00471931853,0
160600100507,160600100507-Frontal Columbia Salt Marsh,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.03505590813,0,0,0,0.01813236627,0.01692354186
160600100508,Town of Coaldale-Frontal Columbia Salt Marsh,16060010,Fish Lake-Soda Spring Valleys,0,0,4.99,0,0,0,0,0,0,0,0,0,0,,0,1.654637539,0,0,0.01104011703,0.586506217,1.057091205
160600100601,Little Summit,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.6453355745,0,0,0,0.01951014528,0.6258254292
160600100602,Town of Mount Montgomery,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.9447771124,0,0,0,0.03252753752,0.9122495749
160600100603,Town of Basalt,16060010,Fish Lake-Soda Spring Valleys,0,0,4.99,0,0,0,0,0,0,0,0,0,0,,0,1.043812768,0,0,0.0007602423653,0.05017599611,0.992876529
160600100607,Little Huntoon Valley-Frontal Teels Marsh,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600100608,Town of Marietta-Frontal Teels Marsh,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600100701,Upper Huntoon Creek,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600100703,Huntoon Valley,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600100801,Town of McGeer-Frontal Fish Lake Valley,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.7886399206,0,0,0,0.002290338588,0.786349582
160600100907,Indian Garden Creek-Frontal Fish Lake Valley,16060010,Fish Lake-Soda Spring Valleys,0,0,4.5,0,0,0,0,0,0,0,0,0,0,,0,0.6900953738,0,0,0,0.04347785867,0.6466175151
160600101001,Upper Palmetto Wash,16060010,Fish Lake-Soda Spring Valleys,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0.5291144572,0,0,0,0.0526482047,0.4764662525
160600101002,Palmetto Peak,16060010,Fish Lake-Soda Spring Valleys,0,0,4,0,0,0,0,0,0,0,0,0,0,,0,0.02820715333,0,0,0,0.003760953778,0.02444619956
160600101003,160600101003,16060010,Fish Lake-Soda Spring Valleys,0,0,4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600101004,Lower Palmetto Wash,16060010,Fish Lake-Soda Spring Valleys,0,0,4.34,0,0,0,0,0,0,0,0,0,0,,0,0.8723092288,0,0,0,0.0201874243,0.8521218045
160600101005,Sylvania Canyon-Frontal Fish Lake Valley,16060010,Fish Lake-Soda Spring Valleys,0,0,4.5,0,0,0,0,0,0,0,0,0,0,,0,0.8866189801,0,0,0,0.02770684313,0.858912137
160600101101,160600101101-Frontal Fish Lake Valley,16060010,Fish Lake-Soda Spring Valleys,0,0,4.75,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160600101102,White Wolf Canyon,16060010,Fish Lake-Soda Spring Valleys,0,0,4.71,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
