HUC12,HUC12Name,HUC8,HUC8Name,HUC6,HUC6Name,HabitatConditionIndexWS2015,PHWAWatershedHealthIndexState2016),PHWAWatershedHealthIndexER2016,AquaticSpecies,AquaticAnimalSpecies, AquaticPlantSpecies,WetlandSpecies,WetlandAnimalSpecies,WetlandPlantSpecies,TerrestrialSpecies,TerrestrialAnimalSpecies,TerrestrialPlantSpecies,ReptileSpecies,total,ProtectedRareEcosystems,RareEcosysteminWS
1.60402E+11,Long Valley,16040204,Massacre Lake,160402,Black Rock Desert,4.99,0.89695685,0.895188086,0,0,0,1,0,1,1,0,1,15,17,,0
1.60402E+11,Boulder Creek,16040204,Massacre Lake,160402,Black Rock Desert,5,0.661039038,0.642549201,0,0,0,0,0,0,0,0,0,15,15,,0
1.60402E+11,Boulder Lake,16040204,Massacre Lake,160402,Black Rock Desert,5,0.806208766,0.782808422,1,1,0,1,0,1,1,0,1,15,18,,0
1.60402E+11,Headwaters Duck Flat Wash,16040204,Massacre Lake,160402,Black Rock Desert,4.98,0.721002869,0.691171925,0,0,0,0,0,0,0,0,0,16,16,,0
1.60402E+11,Upper Duck Flat Wash,16040204,Massacre Lake,160402,Black Rock Desert,4.96,0.776091566,0.744665555,0,0,0,0,0,0,0,0,0,17,17,,0
1.60402E+11,Lone Juniper Canyon,16040204,Massacre Lake,160402,Black Rock Desert,5,0.757309919,0.731712273,0,0,0,0,0,0,0,0,0,16,16,,0
1.60402E+11,No Savvy Creek,16040204,Massacre Lake,160402,Black Rock Desert,5,0.826630077,0.807698665,0,0,0,0,0,0,0,0,0,16,16,,0
1.60402E+11,Rye Patch Canyon,16040204,Massacre Lake,160402,Black Rock Desert,5,0.769509257,0.744604033,0,0,0,1,0,1,1,0,1,18,20,,0
1.60402E+11,Middle Duck Flat Wash,16040204,Massacre Lake,160402,Black Rock Desert,4.98,0.898249979,0.881145566,0,0,0,0,0,0,0,0,0,17,17,,0
1.60402E+11,Powell Reservoir,16040204,Massacre Lake,160402,Black Rock Desert,5,0.927784266,0.774907443,0,0,0,0,0,0,0,0,0,18,18,,0
1.60402E+11,Tuledad Creek,16040204,Massacre Lake,160402,Black Rock Desert,4.99,0.913581308,0.882907667,0,0,0,0,0,0,0,0,0,17,17,,0
1.60402E+11,Lower Duck Flat Wash-Frontal Duck Lake,16040204,Massacre Lake,160402,Black Rock Desert,4.97,0.774385629,0.747192015,0,0,0,0,0,0,0,0,0,17,17,,0
1.60402E+11,Upper Wall Creek,16040204,Massacre Lake,160402,Black Rock Desert,5,0.80759796,0.786547335,0,0,0,0,0,0,0,0,0,15,15,,0
1.60402E+11,Bordwell Creek,16040204,Massacre Lake,160402,Black Rock Desert,5,0.845576326,0.832108857,0,0,0,0,0,0,0,0,0,16,16,,0
1.60402E+11,Pegleg Canyon,16040204,Massacre Lake,160402,Black Rock Desert,5,0.819653558,0.800936049,0,0,0,0,0,0,0,0,0,16,16,,0
1.60402E+11,Mountain View Creek,16040204,Massacre Lake,160402,Black Rock Desert,5,0.833624117,0.817450914,1,1,0,0,0,0,0,0,0,16,17,,0
1.60402E+11,Middle Wall Creek,16040204,Massacre Lake,160402,Black Rock Desert,5,0.617857692,0.603787659,1,1,0,0,0,0,0,0,0,16,17,,0
1.60402E+11,Lower Wall Creek-Frontal Duck Lake,16040204,Massacre Lake,160402,Black Rock Desert,4.95,0.709617571,0.695132207,0,0,0,0,0,0,0,0,0,17,17,,0
1.60402E+11,Lost Creek-Frontal Duck Lake,16040204,Massacre Lake,160402,Black Rock Desert,4.99,0.776817886,0.752213296,1,1,0,0,0,0,0,0,0,16,17,,0
1.60402E+11,Mason Spring-Duck Lake,16040204,Massacre Lake,160402,Black Rock Desert,5,0.764273764,0.748547167,0,0,0,0,0,0,0,0,0,17,17,,0
1.60402E+11,Big Spring Reservoir,16040205,Thousand-Virgin,160402,Black Rock Desert,5,0.792428416,0.767386043,0,0,0,1,0,1,1,0,1,15,17,100,0.140355919
1.60402E+11,Upper Big Spring Creek,16040205,Thousand-Virgin,160402,Black Rock Desert,5,0.718615516,0.690550879,0,0,0,0,0,0,0,0,0,15,15,,0
1.60402E+11,Lower Big Spring Creek,16040205,Thousand-Virgin,160402,Black Rock Desert,5,0.951103842,0.94254646,0,0,0,0,0,0,0,0,0,16,16,100,0.129171141
1.60402E+11,Sand Creek,16040205,Thousand-Virgin,160402,Black Rock Desert,5,0.937024385,0.936125634,0,0,0,0,0,0,1,0,1,15,16,,0
1.60402E+11,Upper Virgin Creek,16040205,Thousand-Virgin,160402,Black Rock Desert,4.99,0.750186366,0.73063494,0,0,0,0,0,0,0,0,0,15,15,,0
1.60402E+11,Middle Virgin Creek,16040205,Thousand-Virgin,160402,Black Rock Desert,4.97,0.809715497,0.7935551,0,0,0,0,0,0,0,0,0,15,15,,0
1.60402E+11,Hell Creek,16040205,Thousand-Virgin,160402,Black Rock Desert,5,0.820214592,0.800424464,0,0,0,0,0,0,0,0,0,15,15,,0
1.60402E+11,Jacobs Waterhole,16040205,Thousand-Virgin,160402,Black Rock Desert,5,0.933716138,0.931116713,1,1,0,0,0,0,0,0,0,16,17,100,0.008683448
1.60402E+11,Sagebrush Creek,16040205,Thousand-Virgin,160402,Black Rock Desert,5,0.821775074,0.798442254,0,0,0,0,0,0,0,0,0,16,16,91.30434783,0.027195475
1.60402E+11,Lower Virgin Creek,16040205,Thousand-Virgin,160402,Black Rock Desert,5,0.751119247,0.730356025,1,1,0,0,0,0,0,0,0,16,17,46.93251534,0.222073786
1.60402E+11,Upper Long Draw,16040205,Thousand-Virgin,160402,Black Rock Desert,5,0.94489375,0.765565655,0,0,0,1,1,0,1,1,0,16,18,100,0.074864504
1.60402E+11,Lower Long Draw,16040205,Thousand-Virgin,160402,Black Rock Desert,5,0.809036375,0.789604956,0,0,0,1,1,0,1,1,0,16,18,100,0.077489183
1.60402E+11,Lower Rincon Creek,16040205,Thousand-Virgin,160402,Black Rock Desert,5,0.75349433,0.734279532,1,1,0,0,0,0,0,0,0,16,17,54.50236967,0.156042579
1.60402E+11,Corral Creek,16040205,Thousand-Virgin,160402,Black Rock Desert,5,0.659612449,0.650662862,0,0,0,0,0,0,1,0,1,16,17,0,0.017477556
1.60402E+11,Headwaters Craine Creek,16040205,Thousand-Virgin,160402,Black Rock Desert,5,0.831038796,0.815798854,0,0,0,0,0,0,0,0,0,16,16,0,0.02354621
1.60402E+11,Upper Craine Creek,16040205,Thousand-Virgin,160402,Black Rock Desert,5,0.793690427,0.766143005,0,0,0,0,0,0,0,0,0,16,16,0,0.227038446
1.60402E+11,Onion Lake,16040205,Thousand-Virgin,160402,Black Rock Desert,4.97,0.82602658,0.80622579,0,0,0,0,0,0,0,0,0,16,16,100,0.049827517
1.60402E+11,Middle Craine Creek,16040205,Thousand-Virgin,160402,Black Rock Desert,4.98,0.808242179,0.804153845,2,2,0,0,0,0,0,0,0,16,18,6.758832565,0.481807927
1.60402E+11,Alder Creek,16040205,Thousand-Virgin,160402,Black Rock Desert,4.98,0.789961958,0.780451322,0,0,0,0,0,0,0,0,0,16,16,13.26530612,0.223391236
1.60402E+11,Lower Craine Creek,16040205,Thousand-Virgin,160402,Black Rock Desert,5,0.741332548,0.722777761,0,0,0,0,0,0,0,0,0,16,16,0,0.166854188
1.60402E+11,Hawks Mountain,16040205,Thousand-Virgin,160402,Black Rock Desert,5,0.906338499,0.906691932,0,0,0,0,0,0,0,0,0,16,16,100,0.037993139
1.60402E+11,Upper Thousand Creek,16040205,Thousand-Virgin,160402,Black Rock Desert,4.83,0.630683281,0.599618332,1,1,0,0,0,0,0,0,0,16,17,80.24691358,0.134753967
1.60402E+11,Lower Thousand Creek,16040205,Thousand-Virgin,160402,Black Rock Desert,4.97,0.751755047,0.717858266,1,1,0,0,0,0,0,0,0,16,17,0,0.044544567
1.60501E+11,Burton Creek-Frontal Lake Tahoe,16050101,Lake Tahoe,160501,Truckee,4.11,0.739940963,0.378225035,0,0,0,1,0,1,1,0,1,13,15,,0
1.60501E+11,Incline Lake-Frontal Lake Tahoe,16050101,Lake Tahoe,160501,Truckee,3.74,0.433375815,0.39371354,0,0,0,1,0,1,2,1,1,13,16,32.91925466,0.242305113
1.60501E+11,Sand Harbor-Frontal Lake Tahoe,16050101,Lake Tahoe,160501,Truckee,4.63,0.727020792,0.683561263,0,0,0,1,0,1,2,1,1,14,17,0,0.010442665
1.60501E+11,Zephyr Cove-Frontal Lake Tahoe,16050101,Lake Tahoe,160501,Truckee,4.31,0.515305241,0.476191395,1,0,1,2,0,2,3,1,2,14,20,,0
1.60501E+11,Big Meadow Creek-Upper Truckee River,16050101,Lake Tahoe,160501,Truckee,4.77,0.732448671,0.688016905,1,1,0,0,0,0,0,0,0,11,12,,0
1.60501E+11,Trout Creek,16050101,Lake Tahoe,160501,Truckee,4.54,0.770615616,0.616280386,0,0,0,0,0,0,1,1,0,11,12,0,0.023120545
1.60501E+11,Upper Truckee River-Frontal Lake Tahoe,16050101,Lake Tahoe,160501,Truckee,4.23,0.616191861,0.318796658,1,1,0,2,1,1,1,0,1,12,16,,0
1.60501E+11,Fallen Leaf Lake-Frontal Lake Tahoe,16050101,Lake Tahoe,160501,Truckee,4.78,0.887665896,0.708663104,0,0,0,1,0,1,2,0,2,13,16,,0
1.60501E+11,General Creek-Frontal Lake Tahoe,16050101,Lake Tahoe,160501,Truckee,4.56,0.697491965,0.600518601,1,1,0,2,1,1,4,2,2,14,21,,0
1.60501E+11,Ward Creek-Frontal Lake Tahoe,16050101,Lake Tahoe,160501,Truckee,4.51,0.60409331,0.483697044,0,0,0,1,0,1,1,0,1,14,16,,0
1.60501E+11,Lake Tahoe,16050101,Lake Tahoe,160501,Truckee,4.33,0.728711505,0.629390789,2,2,0,1,0,1,2,1,1,14,19,,0
1.60501E+11,Webber Lake-Little Truckee River,16050102,Truckee,160501,Truckee,4.65,0.893522423,0.728926573,0,0,0,0,0,0,0,0,0,13,13,,0
1.60501E+11,Independence Creek,16050102,Truckee,160501,Truckee,4.74,0.847027292,0.722563825,2,2,0,1,1,0,1,0,1,13,17,,0
1.60501E+11,Cold Stream-Little Truckee River,16050102,Truckee,160501,Truckee,4.51,0.874045773,0.694680917,1,0,1,1,0,1,2,0,2,13,17,,0
1.60501E+11,Sagehen Creek,16050102,Truckee,160501,Truckee,4.63,0.881131599,0.758704858,2,1,1,1,0,1,2,0,2,13,18,,0
1.60501E+11,Davies Creek,16050102,Truckee,160501,Truckee,4.54,0.84680709,0.693361262,1,0,1,1,0,1,2,0,2,14,18,,0
1.60501E+11,Stampede Reservoir-Little Truckee River,16050102,Truckee,160501,Truckee,4.71,0.825277298,0.634301084,2,1,1,1,0,1,2,0,2,14,19,,0
1.60501E+11,Boca Reservoir-Little Truckee River,16050102,Truckee,160501,Truckee,4.43,0.80930012,0.604362994,1,0,1,1,0,1,2,0,2,14,18,,0
1.60501E+11,Donner Creek,16050102,Truckee,160501,Truckee,4.3,0.609781038,0.33573458,0,0,0,0,0,0,1,0,1,13,14,,0
1.60501E+11,Squaw Creek-Truckee River,16050102,Truckee,160501,Truckee,4.47,0.704070838,0.500696735,1,1,0,0,0,0,1,0,1,13,15,,0
1.60501E+11,South Fork Prosser Creek,16050102,Truckee,160501,Truckee,4.75,0.871072242,0.797633776,1,1,0,1,1,0,4,1,3,13,19,,0
1.60501E+11,Martis Creek,16050102,Truckee,160501,Truckee,4.41,0.782608004,0.521733277,1,0,1,1,0,1,1,0,1,14,17,,0
1.60501E+11,Prosser Creek,16050102,Truckee,160501,Truckee,4.1,0.755819513,0.406127047,1,0,1,1,0,1,2,0,2,14,18,,0
1.60501E+11,Trout Creek-Truckee River,16050102,Truckee,160501,Truckee,3.92,0.564367141,0.207711823,1,0,1,1,0,1,2,0,2,14,18,,0
1.60501E+11,Franktown Creek-Frontal Washoe Lake,16050102,Truckee,160501,Truckee,4.5,0.702155018,0.635944389,0,0,0,0,0,0,2,2,0,17,19,0,0.405105211
1.60501E+11,Washoe Lake,16050102,Truckee,160501,Truckee,4.64,0.505639945,0.557760812,0,0,0,1,0,1,2,1,1,18,21,,0
1.60501E+11,Galena Creek,16050102,Truckee,160501,Truckee,4.33,0.587755472,0.518273023,0,0,0,0,0,0,1,1,0,18,19,0,0.188208733
1.60501E+11,Hidden Valley-Steamboat Creek,16050102,Truckee,160501,Truckee,4.47,0.534300182,0.584054743,0,0,0,1,0,1,1,0,1,20,22,,0
1.60501E+11,Thomas Creek,16050102,Truckee,160501,Truckee,3.8,0.355213285,0.427035133,0,0,0,0,0,0,1,0,1,19,20,100,0.146116864
1.60501E+11,Steamboat Valley-Steamboat Creek,16050102,Truckee,160501,Truckee,4.06,0.220646406,0.328378032,0,0,0,0,0,0,5,0,5,20,25,,0
1.60501E+11,Sugarloaf Peak,16050102,Truckee,160501,Truckee,4.46,0.386774783,0.470905924,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Spanish Springs,16050102,Truckee,160501,Truckee,4.42,0.257401422,0.345471264,0,0,0,1,1,0,0,0,0,20,21,,0
1.60501E+11,Gray Creek-Truckee River,16050102,Truckee,160501,Truckee,4.71,0.792069877,0.658462329,1,1,0,0,0,0,0,0,0,15,16,85.62874252,0.330425181
1.60501E+11,Bronco Creek-Truckee River,16050102,Truckee,160501,Truckee,4.65,0.675032899,0.623764283,1,1,0,0,0,0,1,0,1,16,18,41.522158,0.900085485
1.60501E+11,Dog Creek,16050102,Truckee,160501,Truckee,4.44,0.835924997,0.647551933,0,0,0,0,0,0,2,0,2,17,19,,0
1.60501E+11,Bull Ranch Creek-Truckee River,16050102,Truckee,160501,Truckee,4.43,0.503734822,0.444769481,0,0,0,0,0,0,0,0,0,18,18,,0
1.60501E+11,Hunter Creek-Truckee River,16050102,Truckee,160501,Truckee,4.4,0.452505118,0.396552779,0,0,0,0,0,0,2,0,2,19,21,95.06578947,0.237170287
1.60501E+11,Peavine Creek-Truckee River,16050102,Truckee,160501,Truckee,3.3,0.141012482,0.177616041,0,0,0,0,0,0,3,0,3,20,23,,0
1.60501E+11,Dry Creek,16050102,Truckee,160501,Truckee,3.85,0.26193335,0.322575773,0,0,0,0,0,0,1,0,1,19,20,,0
1.60501E+11,Evans Creek-Truckee River,16050102,Truckee,160501,Truckee,3.49,0.358922161,0.370997633,0,0,0,0,0,0,3,0,3,20,23,100,0.001331023
1.60501E+11,Louse Town Creek,16050102,Truckee,160501,Truckee,4.84,0.744789106,0.774666454,0,0,0,0,0,0,1,0,1,19,20,,0
1.60501E+11,Upper Long Valley Creek,16050102,Truckee,160501,Truckee,4.88,0.804449487,0.817671022,0,0,0,0,0,0,0,0,0,19,19,,0
1.60501E+11,Lower Long Valley Creek,16050102,Truckee,160501,Truckee,4.92,0.766583156,0.794309856,0,0,0,0,0,0,2,0,2,20,22,,0
1.60501E+11,1.60501E+11,16050102,Truckee,160501,Truckee,4.98,0.90894141,0.911856464,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Martin Canyon,16050102,Truckee,160501,Truckee,5,0.896853238,0.908569143,0,0,0,0,0,0,0,0,0,21,21,,0
1.60501E+11,Post Canyon,16050102,Truckee,160501,Truckee,4.96,0.66647617,0.677884745,0,0,0,0,0,0,0,0,0,21,21,,0
1.60501E+11,Giants Throne Canyon-Truckee River,16050102,Truckee,160501,Truckee,4.71,0.453857153,0.512326604,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Derby Dam-Truckee River,16050102,Truckee,160501,Truckee,4.83,0.490437936,0.537572052,0,0,0,0,0,0,1,0,1,21,22,,0
1.60501E+11,Dodge Flat,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,5,0.902666115,0.91512191,0,0,0,0,0,0,1,0,1,20,21,,0
1.60501E+11,Fort Defiance Creek,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,4.98,0.830576843,0.840851988,0,0,0,0,0,0,0,0,0,21,21,,0
1.60501E+11,Dead Ox Wash-Truckee River,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,4.95,0.666997098,0.691604423,0,0,0,0,0,0,1,0,1,21,22,,0
1.60501E+11,Jenny Creek,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,5,0.92828567,0.932702184,0,0,0,0,0,0,0,0,0,21,21,,0
1.60501E+11,Stonehouse Canyon,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,5,0.843965939,0.852101435,0,0,0,0,0,0,0,0,0,21,21,,0
1.60501E+11,Groundhog Canyon-Winnemucca Lake,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,4.7,0.725251477,0.724804616,1,1,0,0,0,0,1,1,0,21,23,,0
1.60501E+11,Jumiper Peak-Little Valley,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,5,0.865658375,0.865370586,0,0,0,0,0,0,1,0,1,21,22,,0
1.60501E+11,Little Valley,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,4.82,0.803418102,0.807922018,0,0,0,0,0,0,0,0,0,21,21,,0
1.60501E+11,Black Warrior Peak,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,4.71,0.875345809,0.879325714,0,0,0,0,0,0,0,0,0,21,21,,0
1.60501E+11,Coal Creek-Truckee River,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,4.7,0.687929116,0.702692918,2,2,0,0,0,0,0,0,0,21,23,,0
1.60501E+11,Upper Cottonwood Creek,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,4.88,0.710453694,0.725213334,0,0,0,0,0,0,0,0,0,21,21,,0
1.60501E+11,Paiute Creek,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,4.87,0.780167577,0.794798994,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Bacon Rind Flat,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,4.86,0.685949717,0.7011674,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Lower Cottonwood Creek,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,4.78,0.65772761,0.676769307,0,0,0,0,0,0,0,0,0,21,21,,0
1.60501E+11,Winnemucca Valley,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,4.95,0.77139471,0.777887743,0,0,0,0,0,0,0,0,0,21,21,,0
1.60501E+11,Upper Mullen Creek,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,4.92,0.799478576,0.805414487,0,0,0,1,1,0,0,0,0,21,22,,0
1.60501E+11,Lower Mullen Creek,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,4.98,0.787855861,0.796301165,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Rodeo Creek-Frontal Pyramid Lake,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,5,0.815368496,0.826149437,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Hardscrabble Creek-Frontal Pyramid Lake,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,4.98,0.812924664,0.818365837,3,3,0,0,0,0,0,0,0,21,24,,0
1.60501E+11,Red Light Canyon-Frontal Pyramid Lake,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,5,0.875537072,0.88877291,1,1,0,0,0,0,0,0,0,21,22,,0
1.60501E+11,Fox Canyon,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,4.96,0.898221767,0.901742125,0,0,0,0,0,0,0,0,0,21,21,,0
1.60501E+11,Sweetwater Canyon-Frontal Pyramid Lake,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,5,0.837149029,0.839865659,0,0,0,0,0,0,0,0,0,21,21,,0
1.60501E+11,Hells Kitchen Canyon-Frontal Pyramid Lake,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,5,0.920823813,0.927660435,0,0,0,0,0,0,0,0,0,21,21,,0
1.60501E+11,The Pyramid-Frontal Pyramid Lake,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,5,0.922470168,0.940233868,0,0,0,0,0,0,1,1,0,21,22,,0
1.60501E+11,Pyramid Lake,16050103,Pyramid-Winnemucca Lakes,160501,Truckee,5,0.9,0.9,0,0,0,0,0,0,0,0,0,19,19,,0
1.60501E+11,Freeman Spring,16050104,Granite Springs Valley,160501,Truckee,4.9,0.802506182,0.838474976,0,0,0,0,0,0,1,0,1,20,21,,0
1.60501E+11,Town of Fernley,16050104,Granite Springs Valley,160501,Truckee,4.36,0.304682572,0.408988823,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Tolbert Canyon,16050104,Granite Springs Valley,160501,Truckee,5,0.935133859,0.939595399,0,0,0,0,0,0,1,0,1,20,21,,0
1.60501E+11,Hot Spring Flat,16050104,Granite Springs Valley,160501,Truckee,4.86,0.819494031,0.830900984,0,0,0,0,0,0,1,0,1,20,21,,0
1.60501E+11,Eagle Salt Works Spring,16050104,Granite Springs Valley,160501,Truckee,5,0.955756658,0.958300458,0,0,0,0,0,0,2,0,2,20,22,,0
1.60501E+11,Miry Place Canyon,16050104,Granite Springs Valley,160501,Truckee,4.83,0.88839122,0.902407973,0,0,0,0,0,0,1,0,1,20,21,,0
1.60501E+11,The Goosneck-Fernley Sink,16050104,Granite Springs Valley,160501,Truckee,4.99,0.766982286,0.777745917,0,0,0,0,0,0,1,0,1,20,21,,0
1.60501E+11,Antelope Spring,16050104,Granite Springs Valley,160501,Truckee,5,0.823113018,0.823898796,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Little Meadow Creek,16050104,Granite Springs Valley,160501,Truckee,4.94,0.889859619,0.891653876,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Trail Canyon,16050104,Granite Springs Valley,160501,Truckee,4.94,0.809741476,0.808770234,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Heineke Spring,16050104,Granite Springs Valley,160501,Truckee,5,0.904386141,0.909456402,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,South Juniper Spring,16050104,Granite Springs Valley,160501,Truckee,5,0.893838782,0.897946912,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Redwood Spring,16050104,Granite Springs Valley,160501,Truckee,4.99,0.913723083,0.911955768,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Betty Creek,16050104,Granite Springs Valley,160501,Truckee,5,0.921699652,0.920248516,0,0,0,0,0,0,0,0,0,19,19,,0
1.60501E+11,Missouri Creek-Kumiva Valley,16050104,Granite Springs Valley,160501,Truckee,4.96,0.84597541,0.841047522,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Rocky Canyon,16050104,Granite Springs Valley,160501,Truckee,5,0.868890416,0.871937672,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Willow Canyon,16050104,Granite Springs Valley,160501,Truckee,5,0.867400802,0.872961716,0,0,0,0,0,0,0,0,0,19,19,,0
1.60501E+11,Poker Brown Canyon,16050104,Granite Springs Valley,160501,Truckee,5,0.93778956,0.941511657,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Burnt Canyon,16050104,Granite Springs Valley,160501,Truckee,5,0.899741853,0.901121229,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Trinity Pass,16050104,Granite Springs Valley,160501,Truckee,5,0.915043911,0.9194212,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Toll Rock Canyon,16050104,Granite Springs Valley,160501,Truckee,5,0.879060452,0.886469764,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Seven Troughs Canyon,16050104,Granite Springs Valley,160501,Truckee,5,0.917653492,0.922130967,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,1.60501E+11,16050104,Granite Springs Valley,160501,Truckee,4.97,0.910552781,0.918026019,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Dead Horse Canyon,16050104,Granite Springs Valley,160501,Truckee,5,0.873468324,0.878801572,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Rattlesnake Spring,16050104,Granite Springs Valley,160501,Truckee,5,0.832588752,0.832489266,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Long Canyon,16050104,Granite Springs Valley,160501,Truckee,5,0.864654982,0.865945163,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Porter Spring,16050104,Granite Springs Valley,160501,Truckee,5,0.908948889,0.918215129,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Juniper Pass-Frontal Blue Wing Flat,16050104,Granite Springs Valley,160501,Truckee,4.98,0.935070553,0.939117067,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Headwaters Sage Hen Wash,16050104,Granite Springs Valley,160501,Truckee,5,0.897348841,0.899824437,0,0,0,0,0,0,0,0,0,19,19,,0
1.60501E+11,Sage Hen Spring-Sage Hen Wash,16050104,Granite Springs Valley,160501,Truckee,4.95,0.899040997,0.905688883,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,160501040701-Frontal Blue Wing Flat,16050104,Granite Springs Valley,160501,Truckee,5,0.965456932,0.965098866,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Lowry Well,16050104,Granite Springs Valley,160501,Truckee,5,0.943603647,0.945564473,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Sage Hen Wash-Frontal Blue Wing Flat,16050104,Granite Springs Valley,160501,Truckee,4.98,0.844175065,0.856334604,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Granite Spring,16050104,Granite Springs Valley,160501,Truckee,5,0.932797122,0.937516507,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Blue Wing Spring,16050104,Granite Springs Valley,160501,Truckee,5,0.9162761,0.921786263,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Cottonwood Spring-Frontal Blue Wing Flat,16050104,Granite Springs Valley,160501,Truckee,5,0.835039387,0.835620962,0,0,0,0,0,0,0,0,0,20,20,,0
1.60501E+11,Blue Wing Flat,16050104,Granite Springs Valley,160501,Truckee,5,0.968889733,0.97047874,0,0,0,0,0,0,0,0,0,19,19,,0
1.60502E+11,Silver King Creek,16050201,Upper Carson,160502,Carson,5,0.942235603,0.921445216,2,2,0,1,1,0,2,2,0,9,14,,0
1.60502E+11,Bryant Creek-East Fork Carson River,16050201,Upper Carson,160502,Carson,5,0.754548542,0.782664032,1,1,0,0,0,0,0,0,0,9,10,,0
1.60502E+11,Wolf Creek,16050201,Upper Carson,160502,Carson,4.95,0.741274276,0.752584429,1,1,0,0,0,0,0,0,0,9,10,,0
1.60502E+11,Silver Creek,16050201,Upper Carson,160502,Carson,4.7,0.833000562,0.751875578,3,3,0,2,2,0,2,1,1,9,16,,0
1.60502E+11,Bagley Valley-East Fork Carson River,16050201,Upper Carson,160502,Carson,4.88,0.724957201,0.735738066,0,0,0,0,0,0,0,0,0,10,10,,0
1.60502E+11,Pleasant Valley Creek,16050201,Upper Carson,160502,Carson,4.82,0.868115898,0.815349524,0,0,0,0,0,0,1,0,1,11,12,,0
1.60502E+11,Hot Springs Creek,16050201,Upper Carson,160502,Carson,4.69,0.895136861,0.825540572,0,0,0,0,0,0,0,0,0,11,11,,0
1.60502E+11,Markleeville Creek-East Fork Carson River,16050201,Upper Carson,160502,Carson,4.64,0.680338617,0.589979657,1,1,0,0,0,0,0,0,0,11,12,,0
1.60502E+11,Leviathan Canyon,16050201,Upper Carson,160502,Carson,4.94,0.859627565,0.846679621,2,2,0,1,0,1,1,0,1,14,18,,0
1.60502E+11,Cottonwood Canyon-East Fork Carson River,16050201,Upper Carson,160502,Carson,4.92,0.738007045,0.734032038,0,0,0,0,0,0,0,0,0,13,13,,0
1.60502E+11,Indian Creek,16050201,Upper Carson,160502,Carson,4.7,0.654724405,0.481842576,0,0,0,0,0,0,0,0,0,15,15,0,0.009557697
